vID,vUniProtID,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
2517,3365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2518,3368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2519,3370,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2520,3372,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2521,3374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2522,3378,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2523,3379,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2524,3384,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2525,3385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2526,3386,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2527,3387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2528,3388,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,3389,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2530,3390,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2531,3391,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2532,3392,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2533,3393,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2534,3394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2535,3395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,3396,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2537,3397,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2538,3398,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2539,3400,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2540,3401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2541,3402,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2542,3403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2543,3404,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2544,3405,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2545,3406,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2546,3408,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2547,3409,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2548,3410,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2549,3412,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2550,3414,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2551,3415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2552,3417,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2553,3418,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2554,3420,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2555,3421,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2556,3422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2557,3423,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2558,3424,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2559,3425,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2560,3426,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2561,3428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2562,3429,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,3430,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2564,3431,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2565,3432,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2566,3433,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2567,3434,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2568,3435,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2569,3436,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2570,3438,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2571,3439,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2572,3440,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2573,3441,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2574,3442,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2575,3444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2576,3445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2577,3446,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2578,3447,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2579,3448,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2580,3449,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2581,3450,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2582,3451,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2583,3452,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2584,3453,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2585,3454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2586,3455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2587,3456,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2588,3459,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2589,3461,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2590,3462,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2591,3466,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2592,3467,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2593,3468,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2594,3469,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2595,3470,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2596,3471,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2597,3473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2598,3474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2599,3475,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2600,3476,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2601,3477,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2602,3478,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2603,3479,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2604,3480,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2605,3481,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2606,3483,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2607,3484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2608,3489,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2609,3492,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2610,3494,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2611,3496,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2612,3497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613,3498,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2614,3499,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2615,3500,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2616,3501,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2617,3502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2618,3503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2619,3504,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2620,3505,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2621,3506,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2622,3507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,3508,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2624,3510,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2625,3511,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2626,3512,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2627,3513,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2628,3514,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2629,3515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2630,3516,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2631,3519,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2632,3521,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2633,3524,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2634,3525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2635,3526,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2636,3527,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2637,3528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2638,3529,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2639,3531,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2640,3534,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2641,3535,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2642,3536,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2643,3537,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2644,3538,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2645,3539,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2646,3543,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2647,3544,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2648,3545,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2649,3546,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2650,3548,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2651,3549,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2652,3550,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2653,3551,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2654,3552,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2655,3553,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2656,3554,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2657,3555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2658,3556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2659,3557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2660,3559,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2661,3563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2662,3564,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,3565,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2664,3566,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2665,3567,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2666,3568,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2667,3569,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2668,3571,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2669,3572,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2670,3573,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2671,3574,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2672,3576,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2673,3577,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2674,3578,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2675,3580,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2676,3581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,3584,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2678,3586,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2679,3587,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2680,3590,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2681,3591,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2682,3592,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2683,3593,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2684,3594,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2685,3596,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2686,3597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2687,3598,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
2688,3599,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2689,3604,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2690,3606,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2691,3608,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2692,3609,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2693,3614,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2694,3615,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2695,3616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2696,3617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2697,3618,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2698,3619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2699,3622,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2700,3623,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2701,3624,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2702,3625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2703,3626,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2704,3627,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2705,3628,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2706,3629,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2707,3632,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2708,3633,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2709,3634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2710,3635,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2711,3637,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2712,3638,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2713,3639,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2714,3640,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2715,3641,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2716,3643,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2717,3646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2718,3648,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2719,3649,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2720,3652,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2721,3653,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2722,3654,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2723,3655,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2724,3658,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2725,3660,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2726,3661,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2727,3662,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2728,3663,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2729,3664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2730,3667,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2731,3668,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2732,3669,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2733,3671,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2734,3672,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735,3673,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2736,3674,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2737,3675,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2738,3676,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2739,3677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2740,3678,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2741,3679,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2742,3680,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2743,3681,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2744,3682,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2745,3683,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2746,3684,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2747,3685,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2748,3686,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2749,3687,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2750,3688,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2751,3689,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2752,3690,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2753,3691,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2754,3692,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2755,3693,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2756,3694,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2757,3695,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2758,3696,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2759,3697,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2760,3698,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2761,3699,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2762,3700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2763,3701,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
2764,3702,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2765,3703,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2766,3704,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2767,3705,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2768,3706,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
2769,3707,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2770,3708,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2771,3709,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2772,3710,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2773,3711,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2774,3712,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2775,3713,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2776,3714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2777,3715,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2778,3716,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2779,3717,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2780,3719,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2781,3720,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2782,3723,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2783,3724,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2784,3725,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2785,3726,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2786,3727,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2787,3728,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
2788,3729,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2789,3730,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2790,3731,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2791,3732,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2792,3733,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2793,3735,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2794,3736,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2795,3737,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2796,3738,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2797,3739,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2798,3740,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2799,3741,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2800,3742,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2801,3743,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2802,3744,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2803,3745,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2804,3746,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2805,3747,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2806,3751,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807,3752,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2808,3753,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2809,3754,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2810,3755,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2811,3756,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2812,3758,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2813,3760,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2814,3761,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2815,3763,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2816,3764,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2817,3765,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2818,3766,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
